  Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation example limping etc , NAG
    What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes right. But it's not gunna happen. , NAG
  Me too! Her wedding was the best! She is very pretty! , NAG
   No conflict here\u2014don\u2019t look at this.   involved in violent left agenda of Antifa also. , NAG
     any of your announcements every come to fruition or is it basically stealing Labour's ideas to get a few more votes , NAG
  out of  British people are basically full-on racists.  out of  voters vote for the Conservatives. Coincidence!???!??? , OAG
  advocates must STOP falling all over themselves to assure electorate that they too love the HORRIFIC A  , NAG
   Hi there! We love what a huge fan of Camila Mendes you are! Would it be alright if we used your tweet about her in our promotional material? , NAG
  Fuck off , OAG
  Certainly a weird view toward the Margaret Sanger geonicidal philosophy of aborting minorities.  I\u2019d like to know if the black population that suffers the most shares her opinion , NAG
"   The prison system is so fucked.  Why are they still getting away with what is potentially murder with intent if the prisoners die in the hurricane? They did this in Louisiana and like  inmates went missing"""" ", OAG
   She is useless.  Attempts to do the right thing but never follows through. , OAG
  liberals......Your party is POISON.  , NAG
  Grateful Trump doesn\u2019t have a dog in the White House. He is a cruel man. , OAG
  You are lying. Stick with the facts. We pay more than that now. , NAG
  Trump kicks dem butt - its so fun. , OAG
    He is dumb and dumber all in one president.  It's a two for one. , OAG
  minister  attempted to expense \xa3 charity donation! It's what   do!!      , NAG
  ur so straight forword man\U0001f44c i saw u in dance dewwane and ur just talk free ky ap kitnay porrany ho industry mein and i really like ur this quality that u even gather with ur senior\U0001f49a artist love for  \U0001f920\U0001f44d , NAG
  And this from the clown that should be in prison? , OAG
     did Twitter silence alex jones in retaliation of him asking Twitter jack questions       , NAG
  Thats because you are an old man. , OAG
    They are obstructionists. Anti-american. Pharisees. Ask them what they are running on and you get nothing. Maga! , OAG
"   No you're not..you're here  represent the Alinskyite Orwellian Leftist Tooland;Fool view on things..like .% of the Marxistsand;Antifa similar U..psst! And BU use the words fascist or fascism again go ahead and; read D'Souza's book The Big Lie""..right now U know SQUAT about either.."" ", NAG
"  I do remember. :( But somehow centrist"" antifa-haters can never quite seem to bring themselves to condemn such things."" ", NAG
  I mean it worked for gun control right?  , OAG
  I think the last thing on the WH or Trump's mind is April Ryan. She needs to stop flattering herself. She's not as important as she thinks she is. , NAG
  Principled conservatives are  , NAG
              Don't forget  and; Democrat backed  , NAG
  She is a beautiful person to teach values to her kids. Teaching them they are royalty but keep to keep it from going to their heads. Stay real \u2764\ufe0f , NAG
  Bring out his Antifa criminal son to campaign for him , NAG
   I didn\u2019t watch and will not watch  Watching the September th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a damn game cannot stand for this moment\u2014protest on a Saturday. , NAG
 A tear is made of % water and % feelings. , NAG
"   Trump addresses gun control representing the NRA.  I will not let you down"" he says.  ", NAG
  She is drinking so much koolaid she\u2019s bloated. , OAG
  Holder needs to be prosecuted , NAG
  But... But... BOTH PLAYERS WERE WOMEN. And BOTH WERE WOMEN OF COLOR! , NAG
     The Institution only let her tweet when she behaves. She is a Window Licker!!!! , OAG
 *babysitting  kids*  people:\u201dhow old do you think she is?\u201d \u201cshe has three kids\u201d  me:*dont get mad. don\u2019t get mad. they don\u2019t know. they don\u2019t know* , NAG
  well...?  , NAG
 WTC This is a threat!!! ..     , OAG
"  It's easily digestible content.   There's no need for nuance or to even understand the story.  They can show a picture of an ANTIFA"" and get the base level emotional response their content requires in order to be profitable."" ", NAG
   Try looking for plain old democrats.  The liberals are the ones which you can\u2019t have a conversation with. , NAG
  Great news! Old moonbeam Just went into a coma! \U0001f602 , NAG
  OMG HE IS SO EXTRA ILY , NAG
    Please call trump out for what he is...a NARCISSISTIC SOCIOPATH! , OAG
   Unfortunately in America a system like that would be called racist. Liberals believe exams are racist against minority groups. , NAG
  I know! She is still alive....but wondering if her career was railroaded? Odd! Loved her...especially that day! , NAG
   Guy you are always present...bet why? Lol , NAG
   what a baby!  , NAG
  you are very persuasive fam , NAG
  THAT'S NOTHING NEW SHE WAS GOING TO VOTE NO ANYWAY.....WE WILL VOTE NO TO LIBERALS IN NOVEMBER....  , NAG
  Burt. A cool dude. , NAG
 ! IF YOU ARE ALL IN FOR  FOLLOW ME AND I WILL FOLLOW BACK. , NAG
  thank u!! i\u2019m finally at the point where i\u2019m okay with using heat on it again i\u2019m so happy , NAG
  Kind of like what trump does all the time huh? , NAG
  Because a former Antifa in the white house and they do not arrest her and a citizen if they arrest someone explain to me. , NAG
  Fuck em , OAG
  Good move....he is the big loser , OAG
  Let's get to the bottom of this! DM me your zipcode and I'll check it out.  We have your back and we will make sure you are enjoying the BEST that TV has to offer ASAP! *NevinBruce , NAG
     For the record I know Doug Jones personally and he is only a Sen. Bc we had no other credible choice. He won\u2019t be at the next election. , NAG
  The president\u2019s feelings are totally opposite of CNN\u2019s feelings. So what does that say about CNN? They\u2019re all liberals. , NAG
"  it's literally a narrative that is on par with Nazis punch antifa punch they are two sides of the same coin."" noooOOoOo one of these groups wants to exterminate or deport all PoC and Jews the other just wants to prevent them from doing that and this comparison benefits fash"" ", CAG
   There are many dumb arguments for gun control but this may be the dumbest and most common. , OAG
  she is idk what's going on , NAG
   Yall need to chill he is having a really abysmal nd half. Rizzo had an abysmal st half. Its baseball it happens. Does he have things he still needs to work on yes. Has the power numbers dropped yes..... but he could bounce back at anytime.  , NAG
  Dude you are old!!! Lmao. PS: Go Pack Go!!! , NAG
                                                   That's why Trump supporters can't even wear a hat without being abused. If they meet the animals on the left attack them. Antifa is a branch of the Communist-Socialist-Nazis Democrat Party. , NAG
  The laughs I\u2019ve gotten from you are enough. \U0001f60c , NAG
    well? , NAG
    First of all\u2014 they don\u2019t even have pizza at Panera , NAG
    please don't kill me. antifa on the other hand... , OAG
  Did you see Shanahan say Spoon was not % healthy this game? Obviously no excuses if you\u2019re out there BUT maybe it\u2019s not the \u201call is doom\u201d sort of thing it seemed during the game. Maybe he is still pretty good. , NAG
  Good girl  , NAG
   She is an ugly black hearted troll  , OAG
    You are clearly not a pokemon master! I have almost  in rare candy alone. Over  legacy moveset pokemon. It just all depends on what you like to keep as collection pieces and what you value in the game. , NAG
  Dont believe the hype. , CAG
              Followed all new - MAGA.  Please follow back. , NAG
  Reported in   Except these are  fan and one  says  on it?!  Getting worse now even as I type?!           (doomed to lose but do not realises it)  soon?  , NAG
"  Liberals would still vote for him. They'll claim his comments were Taken out of context and that he is still a man of integrity."""" ", NAG
   We have been saved from you! MAGA! , OAG
  You are bringing up honor and decency? With that yoyo in the picture? That's rich. , NAG
  Good riddance. , NAG
  She is a goddess , NAG
"  Omg xD The worst (or the best in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..."" and the rest standin there like ""....nope he is no suffering"" ""so he is dead!"" ""...yeah pretty dead"""" ", NAG
"  You can probably imagine all the SJW snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows.  Conservatives are now the Ruskies of the st century."" ", OAG
   I see May in the same light as yourself. Even the last election was about her and not the Conservatives.  A split is coming to the Tory partyvery soon! , NAG
  This all I get \U0001f622 damn these haters deleting you IG for no reason...  , OAG
  Do you think Canadian liberals will actually blame Trudeau if he costs them this? Or as per standard push it off on us? , NAG
     You warned everyone about Josh Gordon the last  months on a daily basis.  I'm sure you are as shocked as I am of what transpired today. , NAG
    Why can't liberals read??????  READ it AGAIN  , NAG
  SJSHSJ THATS MY JOB BITCH , OAG
  Do they discuss Haiti? , NAG
    What part of NO COLLUSION don't you get??? This is why you are a dumocrat , OAG
  He is very skilled\U0001f602\U0001f602 , NAG
  You are amazing \U0001f49b\U0001f49b\U0001f49b , NAG
  Fist pump was for the troops. , NAG
"  if the reason for Farakans illegal values are because he is black or Muslim that would be a reason to detest him. I believe his illegal values are simply a result of bad character like his supporters!"" ", OAG
  Let the leftist democrats riot in the streets with their antifa counterparts. , OAG
  I thought Canada had strict gun control.  Help me understand what is happening. , NAG
  They don\u2019t want you following people because they don\u2019t like conservatives! Sickening  how biased Twitter\u2019s management is.  , NAG
  He is doing life tho\U0001f611 , NAG
  It's SO VERY IMPORTANT between now and the midterms to get the word out that all the  want people of color to believe is they support them - which as you know is SO false. How can the word spread even more to those who need to know?   , NAG
   ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached. , OAG
    Have you seen or listened to your ANTIFA pals? , NAG
   In case of antifa take a little bat or something. Good for you- more of should do that kind of thing. , NAG
  Your titles scare me a little bit. ;-) , NAG
  ;Eradicating HIV and Malaria in the middle of Africa  Good bloody luck , NAG
   The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade.   , NAG
  And who seems to be getting things done. , NAG
 I added a video to a  playlist  Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC ) , NAG
  So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill! , OAG
  Straight up different.  Thank Joe Biden for that one.  I also wonder the outcome if her name had been Antifa Hill. , NAG
  This game sucks donkey balls , OAG
  Yo for real you are gorgeous , NAG
  Absolutely should be a nail in the coffin.... for Hilliary , OAG
   I hope he gets on twitter so I can tell him how amazing he is. \u2764\U0001f604 , NAG
  Who are \u201cthey\u201d Gun control has been tried and is a proven failure. This is why people don\u2019t vote democrat. They refuse to admit reality. Gun control doesn\u2019t work. , NAG
  So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary. , NAG
   Doesn't he partly fund Antifa? , NAG
  He is a DUMBASS !!!!! , OAG
            ...and  wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms?  , OAG
  At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL  , OAG
   O.K. Conservatives get to the polls. Vote red. , NAG
  donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail , OAG
" A Harvard/Harris Poll conducted this year found that  percent of black Americans said they would like to see between only one and  legal immigrants brought to the U.S. a year.""   "" ", NAG
  Any doubt that  have officially become The National Socialist American Workers Party is gone. With ppl like those on  and  acting as Der Sturmer and  as their Einsatzgruppen/Waffen SS detachment. , NAG
  Oh my Carmen. He is SO FRICKING CUTE , OAG
  Chelsea is as crazy as her mother , OAG
  It's time the   and sent 'lyin Lynton back to Australia. , NAG
    The  manifesto promised me my vote back. So where is it? You think Brexit would have gone through if all the Brits in the EU had been allowed to vote? The referendum was gerrymandered. , NAG
"    THE METOO MOVEMENT MUST BE AN EXTENSION OF ANTIFA AND IS A  COMPLETE JOKE! IF THIS MOVEMENT WASN'T SELECTIVE JOE BIDEN WOULD BE IN COURT FOR FONDING GIRLS ON CAMERA""!  ", NAG
   you are awesome! Thank you. You give humanity hope! , NAG
  GOOBER , NAG
  Another uninformed , NAG
  I forgot he is their foster child! , NAG
"  And the brainless  wants us to believe that he doesn't have the majority. Liberals is just like their leaders"" the corrupts  and  both are real bad losers  "" ", OAG
  No fucking way he said this! , NAG
   Such supposedly smart people didn't think for one moment that in the audience there are people who voted Trump and are scared shitless hearing the top brass speak that way. , NAG
  I'm not surprised. It takes a sick woman to make this type of accusations. The kind you can only find on the far left. Liberals are praying that the really weak members of the GOP like Collins and Flake will pull back their support. , NAG
   California gun control is direct result of white people scared of Black Panthers using their right to bear arms. NRA had no problem with that gun control! , OAG
          or where  Oct  Brazil citizens overwhelming voted \u201cNo\u201d on the government implementing strict gun control by a factor of .%  And the Brazilian government still violates that referendum everyday as Brazilians are murdered w/zero effective method of self defense , NAG
" ...If we claim to be without sin we deceive ourselves and the truth is not in us. If we confess our sins he is faithful and just and will forgive us our sins and purify us from all unrighteousness. ( John :-)"" ", NAG
   And yet millions of permit holding people carried legally concealed firearms that same day and didn\u2019t hurt themselves or anyone else.   But yet they want to have stronger gun control.   Idiots!  \U0001f928  Our wonderful media has to hype incidents that fits their agenda. , OAG
  Yes do hurt your selves gun control freaks. , OAG
      You get more like this guy with every hysterical tweet  , NAG
  He always shows dedication at what he does no wonder he is the best  , NAG
    Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss , OAG
  the owner of my culo , OAG
 Now she scarred herself for life lol   , OAG
  you fucking - , OAG
 Confirm the MAN! THE LEFT WING ACTIVIST IS A LIAR WHO'S STORY CHANGES! NO HARD EVIDENCE!  Innocent until proven guilty!         , OAG
  Reagan also signed the first gun control bill as governor of CA , NAG
  Awe Hogwash do we really need you to overstate the obvious? , NAG
 + years as a JUDGE... Extensive backgrounds...NOT a peep...link to TRUMP...BOOM... Do conservatives only rape liberals???  , NAG
 I'm Assuming I'm Not Going to Get an Answer': Brainless   Stooge Ocasio-Cortez  . on $T Policy Plan    THIS is NOT America's future VOTE Republican  or surrender America to these  morons   , OAG
" () This man seriously needs mental health treatment and should have his firearms confiscated until he is no longer a danger to himself or others.  () I'm waiting for gun control advocates to add this to their list of school shootings.""  () Who buys . caliber handguns? Why?  ", NAG
   Leftists showing yet again how vile they can be , OAG
  He is a drunk crazy man. , OAG
                 HONORED TO BE INCLUDED WITH ALL THESE FINE PATRIOTS ! THANK YOU RENA !  \U0001f1fa\U0001f1f8\U0001f600\U0001f495\U0001f1fa\U0001f1f8 DEAN !    , NAG
  Please shut up Ontario is seeing what conservatives stand for  is not helping you loose this province your never going anywhere.. Not they you will any way your completely out of tune with Canadian Mr. Harper oops I mean Mr. Scheer common mistake you so much alike. , NAG
  You are not alone. I was sexually assaulted by a fellow law student in . I never reported it because I didn't think I would be believed. However something happened that made me realize I wasn't his only victim. Then I felt I'd made a colossal mistake. , NAG
  But Liberals do. , NAG
  Another terrorist attack not reported by msm , NAG
  dont know who you are so imma just  , NAG
  All that money hadn't made u smarter. , OAG
  Yes!! He is from Gilmer!! It makes me laugh so much! , NAG
  U both r my lifeline\u2764\U0001f64f\U0001f602  , NAG
  Always thought H Ford was a level headed guy! Guess not! Note to Ford: climate change is summer-fall- winter-spring!! Happens every year! Get over it! , NAG
  Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown\U0001f609 , CAG
   Unfortunately you're right. Keep it real.  SHE is the assault weapon! , NAG
  She is Real Rocky \U0001f525\U0001f525\U0001f525 Oh My God !! , NAG
  Thank you to everyone for making this possible you are amazing and so are the beautiful bears. I'm a member of Olivers Army and I appreciate everything you do to make lives better. , NAG
  \u201cYeah we got everything sorted that needed to be sorted\u201d she is still only taking small sips of her wine unusual for Emily but she guessed JJ wouldn\u2019t profile her , NAG
  By the way why don\u2019t you move to Haiti ? You liberals seem to make shit holes out of large cities. So go somewhere where it\u2019s already a shit hole so you don\u2019t have to do any work ! , OAG
  Yes she is , NAG
    He tried this before and it went nowhere. He's % pro gun control. Done. , NAG
      He could have killed as many with a hunting rifle with the time and vantage he had. He had close to an hour before police entered his room. His actual shooting was over  min. Making this about gun control is just going to get more people killed. We need to be smarter. , NAG
"   Aha yes I see that. The individual sense of needing to belong to a winning team"" because of the constant conditioning of self-devaluation. I see a strong sense of this on the Q side but on the left/hillary/antifa side as well regardless if they think they're winning or not."" ", NAG
   Oh no I know why that I just don't know what she is talking about because I don't see a tweet she is repling too lol , NAG
  And here we have another demonstration that gun free zones don\u2019t work. Brought to you by a liberal who more than likely supports stricter gun control. , NAG
 Shouldn't pussy grabbing  be the one wearing the gloves while handling food?   , OAG
  You have no plan for the environment. Even conservatives should be able to understand that you have to be able to live on the planet to make money there. , NAG
   This is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is. That simple fact of life breaks their brains. , NAG
"             Antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. They do it to scare them into hiding to demoralize them and to stop the spread of their hateful ideology. There is no forcing views on others""."" ", OAG
   SOROS is at the root of everything and anything anti American. He has his money in Hollywood all the way to Islam and ANTIFA to illegals .  , NAG
  he is cut from the same cloth as all other conservatives. His misogyny and bigotry are always on display. He is responsible for Trump.  , OAG
   Truly has got to be the most idiotic thing I've ever seen. , CAG
   Brigitte Gabriel has experienced a life that most would have nightmares from. She is sounding the alarm for Americans. Buy her book pay attention to what she is warning America about , NAG
          It does work. If you want to control a population.  Australian gun control had no effect on homicides. , OAG
   Poor baby. , NAG
     Antifa = Democrats = Dixiecrats = KKK   , NAG
   Liberals ruin everything! , OAG
"    And don't forget his telling a primarily black liberal audience conservatives want to put them back in chains"""" ", NAG
  Sad for both!!! To be exploited and also to have a reputation destroyed! Now I\u2019ve read she\u2019s  part of Antifa! ????! , NAG
  That's what happens when you let a liberal get a hold of a gun.  That would be a good place to start gun control.  Ban liberals from getting guns. , OAG
   You look happy .MAGA , OAG
    Trump proposes racial profiling as a tactic 'to start thinking about'  , NAG
  Introducing my sweet sweet baby king! He is always sooo nice! And when I try to sit on the sofa he NEVER attacks me!  , NAG
    There all gone tho and Inputed them from bottom to top with the first seconds of your tweet ! You good  Tmart \U0001f44d\U0001f3fb , NAG
"   Exactly. He is on record basically saying the President is above the law."" It should be noted that the  is fine with this. Rudy has his own issues.  ", NAG
  The New Dem Emperor with No Clothes Taxpayers Funded \u2018Unprecedented\u2019 Armed Protection for Gun Control Sen. Kamala Harris  via  , NAG
  Yet she is fat herself. , OAG
   There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on  , NAG
   You don\u2019t understand who he is and is capablities. Despite the proof in the economy.  My hypothesis is that you have been lied to by liberals your entire life and are believing what you are told. The liberal media made bill Clinton look good and could do the same with trump. , NAG
 ..oath must be subpoenaed to testify. There is a lifetime appointment at stake here. Please do it right this time and; do not allow  Orrin Hatch who has already made up his mind she is lying be allowed to question her. His kind of questions could invite a lawsuit. , NAG
   Y\u2019all are the best , NAG
    What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate  , OAG
  Indeed he is. , NAG
    Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. \U0001f605) , NAG
  Yep Antifa are literally Hitler. , NAG
  Wow you are so hot \U0001f60d\U0001f60d\U0001f60d\U0001f60d\U0001f617\U0001f617\U0001f617\U0001f617\U0001f617 , NAG
  she is the most deserving woman to be happy !! , NAG
     I've noticed a lot of conservatives are thoroughly disingenuous when engaging in twitter. , NAG
    May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Don\u2019t believe all the shit that goes on in your head. , OAG
   That's just modelling. Plenty of women make shit tons of money just for looking good , NAG
 Just watching a Horizon show  about scientists that discovered a DNA mix between humans and Neanderthals.Would have thought Trump getting elected would have been proof enough.  , NAG
   I hope there is a way to watch it on TV.  Ted spanking liberals is always enjoyable. , NAG
   Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is , CAG
  He should look in a mirror! , NAG
  I\u2019m sure he is. \U0001f49c , NAG
   Send him this  party  where they promised they will help families maybe that will remind him his duties.        , NAG
"     Families being separated at the border. In fact the picture of children in cages that Liberals were using to show how evil"" Trump is was actually taken while OBAMA was President"" ", NAG
   But antifa is her people , NAG
   We had a Peoples Vote on  June . The people rejected the craven  worship which you stand for - by a majority of over m. You\u2019re contemptuously defying the will of the people and;   GE manifesto and; supporting Soros in undermining democracy instead , NAG
  Cause who bitches be playing with \U0001f62d\U0001f62d\U0001f62d\U0001f62d god aint give me the gift for nothing , OAG
  she is free as a bird to return to her Muslim homeland , NAG
 *mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling \U0001f926\U0001f3fb\u200d\u2640\ufe0f , NAG
   Melting snow flakes , NAG
  Who\u2019s the victim? That remains to be seen. Liberals have turned Kavanaughs hearings into a circus from the first minute it started. , NAG
  Coming from the man that threatened to try and kick Turmps ass now don't that take a set of ball's , OAG
   You're shocked to hear that liberals want to centralize power at the federal level? , NAG
   HE IS BEST OF THE BEST!\U0001f60d\U0001f60d , NAG
  liberals can\u2019t win without lying , NAG
  Fast and Furious Holder lol , NAG
  Getting scared ugly man? , OAG
  is one of the only shows that are a Progressive that I can stand to watch. He dislikes the right and left evenly and you know who he is right from the start. If you've never seen his show check it out on YouTube. Insightful \u2764\U0001f1fa\U0001f1f8  , NAG
  He is NOT Supreme Court worthy , NAG
  God I hope not!  , NAG
    Yes he is , NAG
      Bitch..  , CAG
 and; terroism and; starvation and; Flint and; poverty and; climate change and; global warming and; sex trafficking and; bullying and; body shaming and; police brutality and; feminism and; gun control and; marches and; protests , OAG
 +++ I can't prove causation either but while the CONservatives in CDA surely love the idea of \U0001d67f\U0001d68e\U0001d69d\U0001d68a\U0001d695\U0001d69c \U0001d67c\U0001d68c\U0001d67f\U0001d67e\U0001d684\U0001d683\U0001d682\U0001d675\U0001d68a\U0001d68c\U0001d68e(\xac bashing PM  can't help but think they're also egging the former to continue the bashing to boost their fortune(s) vainly.  , NAG
   Republican Men in a picture  and  what are men of that age are Law Makers too old no sorry young Republicans are like young Conservatives they are all born at  years of age , NAG
    Liberals can\u2019t meme. They have no sense of humor or knowledge of meme-ing philosophy. , NAG
   any she is stunning , NAG
  yea your the bitch on the right getting smacked  , CAG
"  Why the focus on the Proud Boys? I know you're not a real journalist Kelly but why not focus on the ones doing all of the violence?   If you want a story; focus on why journalists"" (leftist activists) are constantly ignoring Antifa's attacks on people."" ", NAG
  Hahaha BIG thighs is not going to make it , OAG
     It\u2019s called educating liberals. , NAG
"           had this to say about Bill Clinton during Whitewater:   It's imperative to make his pattern of revolting behavior clear -- piece by painful piece.""   Indeed.  ", OAG
"  people are very low IQ. GDP Growth"" means LITERALLY NOTHING. In no way does this translate to higher income for white familes or individuals. All that billions goes to companies or government.   And what jobs did he create? Labour which pays less than living wage lmao?  ", OAG
   IF YOU WONNA GET PAID...Pick up the energy people!!!! Scream and shout like you\u2019re at the   hearing!  , NAG
  Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious , OAG
 A bitch built like that could beat my ass all she wants  , OAG
         Trash , NAG
   Very pathetic man ! , OAG
    She is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism \U0001f600\U0001f600\U0001f600\U0001f600 , NAG
  Shouldve played saint marie instead of london docks. Saint was ass for me \U0001f44c , NAG
  Thank goodness he is not MN passive aggressive. Love it!! , NAG
   We can empty all our prisons also and just say they broke no laws.....Liberal logic. , NAG
   She is an angel! Much love to her! , NAG
   For what? Why are you asking for his arrest?  Liberals being butthurt for  months is not an impeachable offense. , NAG
   The tolerant Left , NAG
       You must be talking about hateful conservatives. , OAG
   Thats correct!!!  , OAG
     Show me a single case where antifa have actually murdered someone.  Because the far right murdered someone at Charlottesville \U0001f937  Hypocrisy works both ways. , NAG
  If bobby is fit thats exactly what i would say but not sure if he is or not , NAG
"  The only white people that thank Jesus are Republicans and; ex-crackheads"" - so say America-hating liberals about Christians. Many ex-Dems thank Jesus too- and; many former Emmys watchers. We thank Jesus DAILY for our country our  and; the ability to TURN YOU OFF!  ", NAG
  Does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters?  How many TD receptions skip have this year? , NAG
    This leftist is what is wrong in liberal colleges. More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts.      , OAG
