92056 ,  Certainly a weird view toward the Margaret Sanger geonicidal philosophy of aborting minorities.  I\u2019d like to know if the black population that suffers the most shares her opinion , NAG
33853 ,   The prison system is so fucked.  Why are they still getting away with what is potentially murder with intent if the prisoners die in the hurricane? They did this in Louisiana and like  inmates went missing"" , OAG
75215 ,   She is useless.  Attempts to do the right thing but never follows through. , OAG
96218 ,  liberals......Your party is POISON.  , NAG
57013 ,  Grateful Trump doesn\u2019t have a dog in the White House. He is a cruel man. , OAG
20883 ,  You are lying. Stick with the facts. We pay more than that now. , NAG
74831 ,  Trump kicks dem butt - its so fun. , OAG
53264 ,    He is dumb and dumber all in one president.  It's a two for one. , OAG
28204 ,  minister  attempted to expense \xa3 charity donation! It's what   do!!      , NAG
42024 ,  ur so straight forword man\U0001f44c i saw u in dance dewwane and ur just talk free ky ap kitnay porrany ho industry mein and i really like ur this quality that u even gather with ur senior\U0001f49a artist love for  \U0001f920\U0001f44d , NAG
84664 ,  And this from the clown that should be in prison? , OAG
54842 ,     did Twitter silence alex jones in retaliation of him asking Twitter jack questions       , NAG
48995 ,  Thats because you are an old man. , OAG
47153 ,    They are obstructionists. Anti-american. Pharisees. Ask them what they are running on and you get nothing. Maga! , OAG
76826 ,   No you're not..you're here  represent the Alinskyite Orwellian Leftist Tooland;Fool view on things..like .% of the Marxistsand;Antifa similar U..psst! And BU use the words fascist or fascism again go ahead and; read D'Souza's book The Big Lie"..right now U know SQUAT about either.." , NAG
27645 ,  I do remember. :( But somehow centrist" antifa-haters can never quite seem to bring themselves to condemn such things." , NAG
64429 ,  I mean it worked for gun control right?  , OAG
20943 ,  I think the last thing on the WH or Trump's mind is April Ryan. She needs to stop flattering herself. She's not as important as she thinks she is. , NAG
78064 ,  Principled conservatives are  , NAG
14122 ,              Don't forget  and; Democrat backed  , NAG
72353 ,  She is a beautiful person to teach values to her kids. Teaching them they are royalty but keep to keep it from going to their heads. Stay real \u2764\ufe0f , NAG
39051 ,  Bring out his Antifa criminal son to campaign for him , NAG
54546 ,   I didn\u2019t watch and will not watch  Watching the September th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a damn game cannot stand for this moment\u2014protest on a Saturday. , NAG
50759 , A tear is made of % water and % feelings. , NAG
75992 ,   Trump addresses gun control representing the NRA.  I will not let you down" he says.  , NAG
45068 ,  She is drinking so much koolaid she\u2019s bloated. , OAG
17259 ,  Holder needs to be prosecuted , NAG
95225 ,  But... But... BOTH PLAYERS WERE WOMEN. And BOTH WERE WOMEN OF COLOR! , NAG
84667 ,     The Institution only let her tweet when she behaves. She is a Window Licker!!!! , OAG
14574 , *babysitting  kids*  people:\u201dhow old do you think she is?\u201d \u201cshe has three kids\u201d  me:*dont get mad. don\u2019t get mad. they don\u2019t know. they don\u2019t know* , NAG
23784 ,  well...?  , NAG
93119 , WTC This is a threat!!! ..     , OAG
30115 ,  It's easily digestible content.   There's no need for nuance or to even understand the story.  They can show a picture of an ANTIFA" and get the base level emotional response their content requires in order to be profitable." , NAG
69281 ,   Try looking for plain old democrats.  The liberals are the ones which you can\u2019t have a conversation with. , NAG
15322 ,  Great news! Old moonbeam Just went into a coma! \U0001f602 , NAG
75089 ,  OMG HE IS SO EXTRA ILY , NAG
21379 ,    Please call trump out for what he is...a NARCISSISTIC SOCIOPATH! , OAG
43133 ,   Unfortunately in America a system like that would be called racist. Liberals believe exams are racist against minority groups. , NAG
52102 ,  I know! She is still alive....but wondering if her career was railroaded? Odd! Loved her...especially that day! , NAG
59537 ,   Guy you are always present...bet why? Lol , NAG
44209 ,   what a baby!  , NAG
96664 ,  you are very persuasive fam , NAG
12559 ,  THAT'S NOTHING NEW SHE WAS GOING TO VOTE NO ANYWAY.....WE WILL VOTE NO TO LIBERALS IN NOVEMBER....  , NAG
61914 ,  Burt. A cool dude. , NAG
32317 , ! IF YOU ARE ALL IN FOR  FOLLOW ME AND I WILL FOLLOW BACK. , NAG
94767 ,  thank u!! i\u2019m finally at the point where i\u2019m okay with using heat on it again i\u2019m so happy , NAG
64835 ,  Kind of like what trump does all the time huh? , NAG
41353 ,  Because a former Antifa in the white house and they do not arrest her and a citizen if they arrest someone explain to me. , NAG
52252 ,  Fuck em , OAG
91001 ,  Good move....he is the big loser , OAG
18495 ,  Let's get to the bottom of this! DM me your zipcode and I'll check it out.  We have your back and we will make sure you are enjoying the BEST that TV has to offer ASAP! *NevinBruce , NAG
76680 ,     For the record I know Doug Jones personally and he is only a Sen. Bc we had no other credible choice. He won\u2019t be at the next election. , NAG
88013 ,  The president\u2019s feelings are totally opposite of CNN\u2019s feelings. So what does that say about CNN? They\u2019re all liberals. , NAG
66349 ,  it's literally a narrative that is on par with Nazis punch antifa punch they are two sides of the same coin." noooOOoOo one of these groups wants to exterminate or deport all PoC and Jews the other just wants to prevent them from doing that and this comparison benefits fash" , CAG
80561 ,   There are many dumb arguments for gun control but this may be the dumbest and most common. , OAG
16052 ,  she is idk what's going on , NAG
49996 ,   Yall need to chill he is having a really abysmal nd half. Rizzo had an abysmal st half. Its baseball it happens. Does he have things he still needs to work on yes. Has the power numbers dropped yes..... but he could bounce back at anytime.  , NAG
77086 ,  Dude you are old!!! Lmao. PS: Go Pack Go!!! , NAG
10972 ,                                                   That's why Trump supporters can't even wear a hat without being abused. If they meet the animals on the left attack them. Antifa is a branch of the Communist-Socialist-Nazis Democrat Party. , NAG
69160 ,  The laughs I\u2019ve gotten from you are enough. \U0001f60c , NAG
28380 ,    well? , NAG
40252 ,    First of all\u2014 they don\u2019t even have pizza at Panera , NAG
39907 ,    please don't kill me. antifa on the other hand... , OAG
16164 ,  Did you see Shanahan say Spoon was not % healthy this game? Obviously no excuses if you\u2019re out there BUT maybe it\u2019s not the \u201call is doom\u201d sort of thing it seemed during the game. Maybe he is still pretty good. , NAG
52824 ,  Good girl  , NAG
77294 ,   She is an ugly black hearted troll  , OAG
13420 ,    You are clearly not a pokemon master! I have almost  in rare candy alone. Over  legacy moveset pokemon. It just all depends on what you like to keep as collection pieces and what you value in the game. , NAG
16940 ,  Dont believe the hype. , CAG
83816 ,              Followed all new - MAGA.  Please follow back. , NAG
99156 ,  Reported in   Except these are  fan and one  says  on it?!  Getting worse now even as I type?!           (doomed to lose but do not realises it)  soon?  , NAG
11255 ,  Liberals would still vote for him. They'll claim his comments were Taken out of context and that he is still a man of integrity."" , NAG
28841 ,   We have been saved from you! MAGA! , OAG
79060 ,  You are bringing up honor and decency? With that yoyo in the picture? That's rich. , NAG
71682 ,  Good riddance. , NAG
17577 ,  She is a goddess , NAG
27503 ,  Omg xD The worst (or the best in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..." and the rest standin there like "....nope he is no suffering" "so he is dead!" "...yeah pretty dead"" , NAG
59998 ,  You can probably imagine all the SJW snowflakes that don't feel safe" working where there might be conservatives lurking in the shadows.  Conservatives are now the Ruskies of the st century." , OAG
81119 ,   I see May in the same light as yourself. Even the last election was about her and not the Conservatives.  A split is coming to the Tory partyvery soon! , NAG
28812 ,  This all I get \U0001f622 damn these haters deleting you IG for no reason...  , OAG
84131 ,  Do you think Canadian liberals will actually blame Trudeau if he costs them this? Or as per standard push it off on us? , NAG
23179 ,     You warned everyone about Josh Gordon the last  months on a daily basis.  I'm sure you are as shocked as I am of what transpired today. , NAG
28601 ,    Why can't liberals read??????  READ it AGAIN  , NAG
64776 ,  SJSHSJ THATS MY JOB BITCH , OAG
95712 ,  Do they discuss Haiti? , NAG
69972 ,    What part of NO COLLUSION don't you get??? This is why you are a dumocrat , OAG
37115 ,  He is very skilled\U0001f602\U0001f602 , NAG
80696 ,  You are amazing \U0001f49b\U0001f49b\U0001f49b , NAG
68163 ,  Fist pump was for the troops. , NAG
96789 ,  if the reason for Farakans illegal values are because he is black or Muslim that would be a reason to detest him. I believe his illegal values are simply a result of bad character like his supporters!" , OAG
68629 ,  Let the leftist democrats riot in the streets with their antifa counterparts. , OAG
66109 ,  I thought Canada had strict gun control.  Help me understand what is happening. , NAG
19419 ,  They don\u2019t want you following people because they don\u2019t like conservatives! Sickening  how biased Twitter\u2019s management is.  , NAG
32942 ,  He is doing life tho\U0001f611 , NAG
74285 ,  It's SO VERY IMPORTANT between now and the midterms to get the word out that all the  want people of color to believe is they support them - which as you know is SO false. How can the word spread even more to those who need to know?   , NAG
77319 ,   ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached. , OAG
30517 ,    Have you seen or listened to your ANTIFA pals? , NAG
69077 ,   In case of antifa take a little bat or something. Good for you- more of should do that kind of thing. , NAG
67758 ,  Your titles scare me a little bit. ;-) , NAG
35944 ,  ;Eradicating HIV and Malaria in the middle of Africa  Good bloody luck , NAG
48223 ,   The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade.   , NAG
47168 ,  And who seems to be getting things done. , NAG
53947 , I added a video to a  playlist  Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC ) , NAG
49504 ,  So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill! , OAG
66291 ,  Straight up different.  Thank Joe Biden for that one.  I also wonder the outcome if her name had been Antifa Hill. , NAG
31229 ,  This game sucks donkey balls , OAG
75850 ,  Yo for real you are gorgeous , NAG
88546 ,  Absolutely should be a nail in the coffin.... for Hilliary , OAG
29241 ,   I hope he gets on twitter so I can tell him how amazing he is. \u2764\U0001f604 , NAG
19842 ,  Who are \u201cthey\u201d Gun control has been tried and is a proven failure. This is why people don\u2019t vote democrat. They refuse to admit reality. Gun control doesn\u2019t work. , NAG
69232 ,  So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary. , NAG
36471 ,   Doesn't he partly fund Antifa? , NAG
32897 ,  He is a DUMBASS !!!!! , OAG
62072 ,            ...and  wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms?  , OAG
95444 ,  At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL  , OAG
51172 ,   O.K. Conservatives get to the polls. Vote red. , NAG
62481 ,  donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail , OAG
71895 , A Harvard/Harris Poll conducted this year found that  percent of black Americans said they would like to see between only one and  legal immigrants brought to the U.S. a year."   " , NAG
78366 ,  Any doubt that  have officially become The National Socialist American Workers Party is gone. With ppl like those on  and  acting as Der Sturmer and  as their Einsatzgruppen/Waffen SS detachment. , NAG
39021 ,  Oh my Carmen. He is SO FRICKING CUTE , OAG
68840 ,  Chelsea is as crazy as her mother , OAG
96837 ,  It's time the   and sent 'lyin Lynton back to Australia. , NAG
51815 ,    The  manifesto promised me my vote back. So where is it? You think Brexit would have gone through if all the Brits in the EU had been allowed to vote? The referendum was gerrymandered. , NAG
62023 ,    THE METOO MOVEMENT MUST BE AN EXTENSION OF ANTIFA AND IS A  COMPLETE JOKE! IF THIS MOVEMENT WASN'T SELECTIVE JOE BIDEN WOULD BE IN COURT FOR FONDING GIRLS ON CAMERA"!  , NAG
10253 ,   you are awesome! Thank you. You give humanity hope! , NAG
21367 ,  GOOBER , NAG
33797 ,  Another uninformed , NAG
11160 ,  I forgot he is their foster child! , NAG
32916 ,  And the brainless  wants us to believe that he doesn't have the majority. Liberals is just like their leaders" the corrupts  and  both are real bad losers  " , OAG
47427 ,  No fucking way he said this! , NAG
87052 ,   Such supposedly smart people didn't think for one moment that in the audience there are people who voted Trump and are scared shitless hearing the top brass speak that way. , NAG
29556 ,  I'm not surprised. It takes a sick woman to make this type of accusations. The kind you can only find on the far left. Liberals are praying that the really weak members of the GOP like Collins and Flake will pull back their support. , NAG
18547 ,   California gun control is direct result of white people scared of Black Panthers using their right to bear arms. NRA had no problem with that gun control! , OAG
32688 ,          or where  Oct  Brazil citizens overwhelming voted \u201cNo\u201d on the government implementing strict gun control by a factor of .%  And the Brazilian government still violates that referendum everyday as Brazilians are murdered w/zero effective method of self defense , NAG
57850 , ...If we claim to be without sin we deceive ourselves and the truth is not in us. If we confess our sins he is faithful and just and will forgive us our sins and purify us from all unrighteousness. ( John :-)" , NAG
82607 ,   And yet millions of permit holding people carried legally concealed firearms that same day and didn\u2019t hurt themselves or anyone else.   But yet they want to have stronger gun control.   Idiots!  \U0001f928  Our wonderful media has to hype incidents that fits their agenda. , OAG
82339 ,  Yes do hurt your selves gun control freaks. , OAG
98077 ,      You get more like this guy with every hysterical tweet  , NAG
62815 ,  He always shows dedication at what he does no wonder he is the best  , NAG
34510 ,    Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss , OAG
53501 ,  the owner of my culo , OAG
69928 , Now she scarred herself for life lol   , OAG
31853 ,  you fucking - , OAG
13872 , Confirm the MAN! THE LEFT WING ACTIVIST IS A LIAR WHO'S STORY CHANGES! NO HARD EVIDENCE!  Innocent until proven guilty!         , OAG
30791 ,  Reagan also signed the first gun control bill as governor of CA , NAG
80385 ,  Awe Hogwash do we really need you to overstate the obvious? , NAG
54292 , + years as a JUDGE... Extensive backgrounds...NOT a peep...link to TRUMP...BOOM... Do conservatives only rape liberals???  , NAG
28985 , I'm Assuming I'm Not Going to Get an Answer': Brainless   Stooge Ocasio-Cortez  . on $T Policy Plan    THIS is NOT America's future VOTE Republican  or surrender America to these  morons   , OAG
52375 , () This man seriously needs mental health treatment and should have his firearms confiscated until he is no longer a danger to himself or others.  () I'm waiting for gun control advocates to add this to their list of school shootings."  () Who buys . caliber handguns? Why?  , NAG
74004 ,   Leftists showing yet again how vile they can be , OAG
70838 ,  He is a drunk crazy man. , OAG
64577 ,                 HONORED TO BE INCLUDED WITH ALL THESE FINE PATRIOTS ! THANK YOU RENA !  \U0001f1fa\U0001f1f8\U0001f600\U0001f495\U0001f1fa\U0001f1f8 DEAN !    , NAG
44448 ,  Please shut up Ontario is seeing what conservatives stand for  is not helping you loose this province your never going anywhere.. Not they you will any way your completely out of tune with Canadian Mr. Harper oops I mean Mr. Scheer common mistake you so much alike. , NAG
53928 ,  You are not alone. I was sexually assaulted by a fellow law student in . I never reported it because I didn't think I would be believed. However something happened that made me realize I wasn't his only victim. Then I felt I'd made a colossal mistake. , NAG
45337 ,  But Liberals do. , NAG
85707 ,  Another terrorist attack not reported by msm , NAG
63292 ,  dont know who you are so imma just  , NAG
15991 ,  All that money hadn't made u smarter. , OAG
25009 ,  Yes!! He is from Gilmer!! It makes me laugh so much! , NAG
90990 ,  U both r my lifeline\u2764\U0001f64f\U0001f602  , NAG
65785 ,  Always thought H Ford was a level headed guy! Guess not! Note to Ford: climate change is summer-fall- winter-spring!! Happens every year! Get over it! , NAG
38837 ,  Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown\U0001f609 , CAG
94182 ,   Unfortunately you're right. Keep it real.  SHE is the assault weapon! , NAG
77653 ,  She is Real Rocky \U0001f525\U0001f525\U0001f525 Oh My God !! , NAG
27238 ,  Thank you to everyone for making this possible you are amazing and so are the beautiful bears. I'm a member of Olivers Army and I appreciate everything you do to make lives better. , NAG
12892 ,  \u201cYeah we got everything sorted that needed to be sorted\u201d she is still only taking small sips of her wine unusual for Emily but she guessed JJ wouldn\u2019t profile her , NAG
16885 ,  By the way why don\u2019t you move to Haiti ? You liberals seem to make shit holes out of large cities. So go somewhere where it\u2019s already a shit hole so you don\u2019t have to do any work ! , OAG
46581 ,  Yes she is , NAG
41517 ,    He tried this before and it went nowhere. He's % pro gun control. Done. , NAG
22717 ,      He could have killed as many with a hunting rifle with the time and vantage he had. He had close to an hour before police entered his room. His actual shooting was over  min. Making this about gun control is just going to get more people killed. We need to be smarter. , NAG
88539 ,   Aha yes I see that. The individual sense of needing to belong to a winning team" because of the constant conditioning of self-devaluation. I see a strong sense of this on the Q side but on the left/hillary/antifa side as well regardless if they think they're winning or not." , NAG
65786 ,   Oh no I know why that I just don't know what she is talking about because I don't see a tweet she is repling too lol , NAG
54437 ,  And here we have another demonstration that gun free zones don\u2019t work. Brought to you by a liberal who more than likely supports stricter gun control. , NAG
19514 , Shouldn't pussy grabbing  be the one wearing the gloves while handling food?   , OAG
57943 ,  You have no plan for the environment. Even conservatives should be able to understand that you have to be able to live on the planet to make money there. , NAG
66328 ,   This is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is. That simple fact of life breaks their brains. , NAG
34317 ,             Antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. They do it to scare them into hiding to demoralize them and to stop the spread of their hateful ideology. There is no forcing views on others"." , OAG
44837 ,   SOROS is at the root of everything and anything anti American. He has his money in Hollywood all the way to Islam and ANTIFA to illegals .  , NAG
36289 ,  he is cut from the same cloth as all other conservatives. His misogyny and bigotry are always on display. He is responsible for Trump.  , OAG
80570 ,   Truly has got to be the most idiotic thing I've ever seen. , CAG
43185 ,   Brigitte Gabriel has experienced a life that most would have nightmares from. She is sounding the alarm for Americans. Buy her book pay attention to what she is warning America about , NAG
86477 ,          It does work. If you want to control a population.  Australian gun control had no effect on homicides. , OAG
67080 ,   Poor baby. , NAG
96270 ,     Antifa = Democrats = Dixiecrats = KKK   , NAG
44015 ,   Liberals ruin everything! , OAG
48060 ,    And don't forget his telling a primarily black liberal audience conservatives want to put them back in chains"" , NAG
31065 ,  Sad for both!!! To be exploited and also to have a reputation destroyed! Now I\u2019ve read she\u2019s  part of Antifa! ????! , NAG
11411 ,  That's what happens when you let a liberal get a hold of a gun.  That would be a good place to start gun control.  Ban liberals from getting guns. , OAG
10133 ,   You look happy .MAGA , OAG
22128 ,    Trump proposes racial profiling as a tactic 'to start thinking about'  , NAG
36518 ,  Introducing my sweet sweet baby king! He is always sooo nice! And when I try to sit on the sofa he NEVER attacks me!  , NAG
59559 ,    There all gone tho and Inputed them from bottom to top with the first seconds of your tweet ! You good  Tmart \U0001f44d\U0001f3fb , NAG
99618 ,   Exactly. He is on record basically saying the President is above the law." It should be noted that the  is fine with this. Rudy has his own issues.  , NAG
53309 ,  The New Dem Emperor with No Clothes Taxpayers Funded \u2018Unprecedented\u2019 Armed Protection for Gun Control Sen. Kamala Harris  via  , NAG
29497 ,  Yet she is fat herself. , OAG
84329 ,   There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on  , NAG
50315 ,   You don\u2019t understand who he is and is capablities. Despite the proof in the economy.  My hypothesis is that you have been lied to by liberals your entire life and are believing what you are told. The liberal media made bill Clinton look good and could do the same with trump. , NAG
97959 , ..oath must be subpoenaed to testify. There is a lifetime appointment at stake here. Please do it right this time and; do not allow  Orrin Hatch who has already made up his mind she is lying be allowed to question her. His kind of questions could invite a lawsuit. , NAG
66524 ,   Y\u2019all are the best , NAG
97300 ,    What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate  , OAG
12919 ,  Indeed he is. , NAG
40855 ,    Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. \U0001f605) , NAG
84100 ,  Yep Antifa are literally Hitler. , NAG
21270 ,  Wow you are so hot \U0001f60d\U0001f60d\U0001f60d\U0001f60d\U0001f617\U0001f617\U0001f617\U0001f617\U0001f617 , NAG
41818 ,  she is the most deserving woman to be happy !! , NAG
12435 ,     I've noticed a lot of conservatives are thoroughly disingenuous when engaging in twitter. , NAG
14808 ,    May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Don\u2019t believe all the shit that goes on in your head. , OAG
82579 ,   That's just modelling. Plenty of women make shit tons of money just for looking good , NAG
84523 , Just watching a Horizon show  about scientists that discovered a DNA mix between humans and Neanderthals.Would have thought Trump getting elected would have been proof enough.  , NAG
61917 ,   I hope there is a way to watch it on TV.  Ted spanking liberals is always enjoyable. , NAG
33322 ,   Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is , CAG
79251 ,  He should look in a mirror! , NAG
42540 ,  I\u2019m sure he is. \U0001f49c , NAG
13881 ,   Send him this  party  where they promised they will help families maybe that will remind him his duties.        , NAG
70402 ,     Families being separated at the border. In fact the picture of children in cages that Liberals were using to show how evil" Trump is was actually taken while OBAMA was President" , NAG
83462 ,   But antifa is her people , NAG
87206 ,   We had a Peoples Vote on  June . The people rejected the craven  worship which you stand for - by a majority of over m. You\u2019re contemptuously defying the will of the people and;   GE manifesto and; supporting Soros in undermining democracy instead , NAG
87300 ,  Cause who bitches be playing with \U0001f62d\U0001f62d\U0001f62d\U0001f62d god aint give me the gift for nothing , OAG
54125 ,  she is free as a bird to return to her Muslim homeland , NAG
75848 , *mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling \U0001f926\U0001f3fb\u200d\u2640\ufe0f , NAG
14948 ,   Melting snow flakes , NAG
66798 ,  Who\u2019s the victim? That remains to be seen. Liberals have turned Kavanaughs hearings into a circus from the first minute it started. , NAG
80497 ,  Coming from the man that threatened to try and kick Turmps ass now don't that take a set of ball's , OAG
38561 ,   You're shocked to hear that liberals want to centralize power at the federal level? , NAG
55203 ,   HE IS BEST OF THE BEST!\U0001f60d\U0001f60d , NAG
31776 ,  liberals can\u2019t win without lying , NAG
60916 ,  Fast and Furious Holder lol , NAG
97277 ,  Getting scared ugly man? , OAG
63113 ,  is one of the only shows that are a Progressive that I can stand to watch. He dislikes the right and left evenly and you know who he is right from the start. If you've never seen his show check it out on YouTube. Insightful \u2764\U0001f1fa\U0001f1f8  , NAG
59721 ,  He is NOT Supreme Court worthy , NAG
53839 ,  God I hope not!  , NAG
15616 ,    Yes he is , NAG
95200 ,      Bitch..  , CAG
77769 , and; terroism and; starvation and; Flint and; poverty and; climate change and; global warming and; sex trafficking and; bullying and; body shaming and; police brutality and; feminism and; gun control and; marches and; protests , OAG
